Epoch,Motif,Distance
1,1,499.6877996256528
1,1,369.09121329350114
1,1,inf
1,1,inf
1,1,1696.6603373461307
1,1,1102.1609434237544
1,1,438.5108190265325
1,1,529.301205817153
1,1,458.19554234987584
1,1,inf
1,1,inf
1,1,1422.7497807410243
1,1,1265.762552276341
1,1,1112.175460077142
1,1,1397.21558293374
1,1,inf
1,1,inf
1,1,1566.8346216635873
1,1,1491.25304900223
1,1,2094.270580484343
1,1,inf
1,1,inf
1,1,2166.332652992525
1,1,309.31876915594444
1,1,inf
1,1,inf
1,1,1453.736904473006
1,1,inf
1,1,inf
1,1,1262.2548439868283
1,1,inf
1,1,1684.1332275715154
1,1,1270.090806342921
